marketPrice,marketPriceDate,averageListPrice,averageListQty,benchmarkTradePrice,mk_price_minus_bmk_price,list_price_minus_bmk_price,benchmarkTradeDate,wineName,region,vintage,importdate,lwin_11,lwin_7
625,03/05/2021,687,10,470,155,217,29/03/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2000,04/05/2021,10063222000,1006322
1480,03/05/2021,1618,73,1356,124,262,20/04/2021,"Gaja, Barbaresco",Piedmont,2017,10/05/2021,10996052017,1099605
1110,04/05/2021,1181,12,1204,-94,-23,03/05/2021,"Tignanello, Toscana",Tuscany,2015,10/05/2021,10953912015,1095391
5400,10/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,11/08/2021,10060452000,1006045
5400,10/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,11/08/2021,10060452000,1006045
3910,07/05/2021,4793,77,3800,110,993,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,10/05/2021,10127812006,1012781
5400,09/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,10/08/2021,10060452000,1006045
3700,07/05/2021,4213,150,3700,0,513,06/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2017,10/05/2021,10127812017,1012781
8000,07/05/2021,8606,8,6974,1026,1632,14/03/2021,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2017,10/05/2021,10734012017,1073401
6250,07/05/2021,7028,45,6116,134,912,07/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,10/05/2021,10127812005,1012781
4400,07/05/2021,4882,23,4400,0,482,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,10/05/2021,10127812001,1012781
3720,07/05/2021,4079,50,3480,240,599,10/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,10/05/2021,10127812014,1012781
5400,09/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,10/08/2021,10060452000,1006045
5400,06/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,08/08/2021,10060452000,1006045
3920,07/05/2021,4494,74,3880,40,614,22/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,10/05/2021,10127812008,1012781
5400,06/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,07/08/2021,10060452000,1006045
460,07/05/2021,487,154,420,40,67,23/03/2021,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2016,10/05/2021,11058072016,1105807
3700,07/05/2021,4001,24,3520,180,481,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,10/05/2021,10127812013,1012781
5400,06/08/2021,5709,6,5096,304,613,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,08/08/2021,10060452000,1006045
780,07/05/2021,836,6,682,98,154,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,10/05/2021,10074752013,1007475
5400,06/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,07/08/2021,10060452000,1006045
1040,04/05/2021,1198,49,950,90,248,03/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2018,10/05/2021,10074752018,1007475
738,03/05/2021,887,104,760,-22,127,29/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2017,10/05/2021,10074752017,1007475
10500,07/05/2021,12366,62,9844,656,2522,29/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,10/05/2021,10127812015,1012781
3900,07/05/2021,4500,27,3684,216,816,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,10/05/2021,10127812002,1012781
6250,07/05/2021,7443,53,5922,328,1521,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,10/05/2021,10127812010,1012781
1082,04/05/2021,1203,64,1048,34,155,27/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2016,10/05/2021,10074752016,1007475
5400,05/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,06/08/2021,10060452000,1006045
625,03/05/2021,687,10,470,155,217,29/03/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2000,04/05/2021,10063222000,1006322
870,05/07/2021,966,5,705,165,261,01/02/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2002,06/07/2021,10074752002,1007475
8100,05/07/2021,9036,12,8100,0,936,21/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,06/07/2021,10127812000,1012781
900,05/07/2021,1156,20,800,100,356,21/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2003,06/07/2021,10074752003,1007475
4450,05/07/2021,4717,21,4400,50,317,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,06/07/2021,10127812001,1012781
3900,05/07/2021,4469,26,3684,216,785,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,06/07/2021,10127812002,1012781
3826,05/07/2021,4507,54,4116,-290,391,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,06/07/2021,10127812004,1012781
5400,05/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,06/08/2021,10060452000,1006045
5400,04/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,05/08/2021,10060452000,1006045
800,05/07/2021,922,18,745,55,177,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,06/07/2021,10074752004,1007475
1850,02/07/2021,1831,1,1180,670,651,10/03/2017,"Gaja, Barbaresco",Piedmont,2005,03/07/2021,10996052005,1099605
1408,29/06/2021,1605,2,1150,258,455,21/04/2019,"Tignanello, Toscana",Tuscany,2005,03/07/2021,10953912005,1095391
907,05/07/2021,924,18,805,102,119,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,06/07/2021,10074752001,1007475
450,03/05/2021,450,1,220,230,230,17/06/2015,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2002,04/05/2021,10063222002,1006322
5400,04/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,05/08/2021,10060452000,1006045
550,03/05/2021,532,3,420,130,112,09/07/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2003,10/05/2021,10063222003,1006322
6400,05/07/2021,7276,24,6776,-376,500,10/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,06/07/2021,10127812005,1012781
5400,03/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,03/08/2021,10060452000,1006045
1000,05/07/2021,1160,87,988,12,172,28/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,06/07/2021,10074752005,1007475
5400,03/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,04/08/2021,10060452000,1006045
900,05/07/2021,927,41,863,37,64,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,06/07/2021,10074752006,1007475
3900,05/07/2021,4647,89,3822,78,825,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,06/07/2021,10127812006,1012781
1800,02/07/2021,1733,2,1300,500,433,30/05/2019,"Gaja, Barbaresco",Piedmont,2007,03/07/2021,10996052007,1099605
2437,02/07/2021,2719,1,1768,669,951,22/05/2020,"Gaja, Barbaresco",Piedmont,2000,03/07/2021,10996052000,1099605
1596,02/07/2021,1596,1,1145,451,451,22/10/2015,"Gaja, Barbaresco",Piedmont,2003,03/07/2021,10996052003,1099605
2500,02/07/2021,2632,3,2220,280,412,14/06/2021,"Gaja, Barbaresco",Piedmont,2001,03/07/2021,10996052001,1099605
574,02/07/2021,574,1,351,223,223,25/07/2016,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2004,03/07/2021,11058072004,1105807
520,02/07/2021,563,3,460,60,103,05/05/2020,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2008,03/07/2021,11058072008,1105807
660,02/07/2021,727,5,390,270,337,18/08/2017,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2006,03/07/2021,11058072006,1105807
540,02/07/2021,527,2,300,240,227,03/11/2011,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2007,03/07/2021,11058072007,1105807
1700,02/07/2021,1847,4,1378,322,469,29/07/2020,"Tignanello, Toscana",Tuscany,2001,03/07/2021,10953912001,1095391
1408,02/07/2021,1389,4,1238,170,151,02/11/2020,"Tignanello, Toscana",Tuscany,2006,03/07/2021,10953912006,1095391
6400,02/07/2021,7556,51,5950,450,1606,23/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,03/07/2021,10127812010,1012781
550,03/05/2021,533,3,420,130,113,09/07/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2003,04/05/2021,10063222003,1006322
990,02/07/2021,1134,16,990,0,144,16/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,03/07/2021,10074752010,1007475
5400,02/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,03/08/2021,10060452000,1006045
525,03/05/2021,496,2,300,225,196,15/12/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2004,08/05/2021,10063222004,1006322
3560,05/07/2021,4185,37,3525,35,660,18/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,06/07/2021,10127812007,1012781
5400,02/08/2021,5448,9,5096,304,352,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,03/08/2021,10060452000,1006045
750,02/07/2021,988,36,790,-40,198,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,03/07/2021,10074752011,1007475
5400,30/07/2021,5463,11,5096,304,367,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,31/07/2021,10060452000,1006045
3900,05/07/2021,4288,82,3750,150,538,28/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,06/07/2021,10127812008,1012781
6830,05/07/2021,7757,50,7086,-256,671,11/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,06/07/2021,10127812009,1012781
1024,02/07/2021,1255,4,1072,-48,183,20/01/2021,"Tignanello, Toscana",Tuscany,2009,03/07/2021,10953912009,1095391
1326,02/07/2021,1560,4,1170,156,390,24/06/2021,"Tignanello, Toscana",Tuscany,2010,03/07/2021,10953912010,1095391
975,05/07/2021,1230,49,1026,-51,204,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,06/07/2021,10074752009,1007475
525,03/05/2021,488,2,300,225,188,15/12/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2004,04/05/2021,10063222004,1006322
5400,30/07/2021,5463,11,5096,304,367,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,31/07/2021,10060452000,1006045
5400,29/07/2021,5422,12,5096,304,326,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,30/07/2021,10060452000,1006045
9950,07/05/2021,9718,3,8000,1950,1718,30/01/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2014,08/05/2021,10734012014,1073401
5400,29/07/2021,5422,12,5096,304,326,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,30/07/2021,10060452000,1006045
8100,02/07/2021,9025,14,8100,0,925,21/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,04/07/2021,10127812000,1012781
4438,02/07/2021,4717,21,4400,38,317,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,04/07/2021,10127812001,1012781
5400,28/07/2021,5412,11,5096,304,316,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,29/07/2021,10060452000,1006045
5400,28/07/2021,5412,11,5096,304,316,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,29/07/2021,10060452000,1006045
907,02/07/2021,924,18,805,102,119,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,04/07/2021,10074752001,1007475
8000,07/05/2021,8252,20,7950,50,302,12/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,08/05/2021,10127812000,1012781
1050,07/05/2021,1348,39,940,110,408,18/03/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2000,08/05/2021,10074752000,1007475
6600,07/05/2021,7959,74,6412,188,1547,25/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,08/05/2021,10127812009,1012781
530,03/05/2021,622,49,450,80,172,28/10/2020,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,04/05/2021,10063222005,1006322
980,07/05/2021,1121,18,1000,-20,121,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,08/05/2021,10074752010,1007475
5848,15/07/2021,5403,11,5096,752,307,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,17/07/2021,10060452000,1006045
3910,07/05/2021,4777,80,3800,110,977,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,08/05/2021,10127812006,1012781
3700,07/05/2021,3996,24,3520,180,476,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,08/05/2021,10127812013,1012781
5848,15/07/2021,5356,13,5096,752,260,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,16/07/2021,10060452000,1006045
958,07/05/2021,1057,9,860,98,197,08/03/2021,"Tignanello, Toscana",Tuscany,2011,08/05/2021,10953912011,1095391
880,07/05/2021,958,9,725,155,233,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,08/05/2021,10074752007,1007475
850,07/05/2021,1101,94,860,-10,241,19/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2015,08/05/2021,10074752015,1007475
530,03/05/2021,621,50,450,80,171,04/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,05/05/2021,10063222005,1006322
1280,07/05/2021,1225,11,1172,108,53,07/04/2021,"Tignanello, Toscana",Tuscany,2010,08/05/2021,10953912010,1095391
530,03/05/2021,622,49,450,80,172,28/10/2020,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,04/05/2021,10063222005,1006322
3700,06/05/2021,4089,28,3592,108,497,06/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,08/05/2021,10127812007,1012781
4850,06/05/2021,5732,22,4800,50,932,11/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2003,08/05/2021,10127812003,1012781
840,07/05/2021,1015,50,800,40,215,30/12/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,08/05/2021,10074752006,1007475
3758,02/07/2021,4298,75,3690,68,608,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,03/07/2021,10127812011,1012781
5848,15/07/2021,5415,10,5096,752,319,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,20/07/2021,10060452000,1006045
5848,15/07/2021,5413,10,5096,752,317,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,23/07/2021,10060452000,1006045
5848,15/07/2021,5413,10,5096,752,317,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,23/07/2021,10060452000,1006045
750,03/05/2021,994,32,790,-40,204,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,04/05/2021,10074752011,1007475
5848,15/07/2021,5356,13,5096,752,260,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,16/07/2021,10060452000,1006045
8000,03/05/2021,8246,15,7950,50,296,12/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,04/05/2021,10127812000,1012781
5848,15/07/2021,5403,11,5096,752,307,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,17/07/2021,10060452000,1006045
6200,03/05/2021,7359,44,6400,-200,959,15/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,04/05/2021,10127812005,1012781
5848,15/07/2021,5415,10,5096,752,319,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,20/07/2021,10060452000,1006045
840,03/05/2021,943,15,781,59,162,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,04/05/2021,10074752008,1007475
960,03/05/2021,1197,13,850,110,347,28/01/2021,"Tignanello, Toscana",Tuscany,2012,04/05/2021,10953912012,1095391
780,03/05/2021,834,6,682,98,152,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,04/05/2021,10074752013,1007475
4943,07/07/2021,5355,13,5096,-153,259,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,09/07/2021,10060452000,1006045
1050,03/05/2021,1343,43,940,110,403,18/03/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2000,04/05/2021,10074752000,1007475
890,03/05/2021,1099,29,805,85,294,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,04/05/2021,10074752001,1007475
1000,03/05/2021,1183,72,975,25,208,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,04/05/2021,10074752005,1007475
4943,07/07/2021,5355,13,4500,443,855,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,08/07/2021,10060452000,1006045
1100,03/05/2021,1433,9,1010,90,423,18/12/2020,"Tignanello, Toscana",Tuscany,2008,04/05/2021,10953912008,1095391
3700,03/05/2021,3956,24,3520,180,436,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,04/05/2021,10127812013,1012781
530,03/05/2021,621,50,450,80,171,04/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2005,05/05/2021,10063222005,1006322
420,03/05/2021,487,6,532,-112,-45,11/02/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2006,04/05/2021,10063222006,1006322
980,03/05/2021,1097,45,830,150,267,18/04/2021,"Tignanello, Toscana",Tuscany,2014,04/05/2021,10953912014,1095391
420,03/05/2021,483,6,532,-112,-49,11/02/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2006,05/05/2021,10063222006,1006322
3827,03/05/2021,4617,61,4116,-289,501,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,04/05/2021,10127812004,1012781
1290,03/05/2021,1212,11,1172,118,40,07/04/2021,"Tignanello, Toscana",Tuscany,2010,04/05/2021,10953912010,1095391
1000,03/05/2021,1054,9,860,140,194,08/03/2021,"Tignanello, Toscana",Tuscany,2011,04/05/2021,10953912011,1095391
4943,07/07/2021,5355,13,4500,443,855,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,08/07/2021,10060452000,1006045
6250,07/05/2021,7441,54,5922,328,1519,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,08/05/2021,10127812010,1012781
3720,03/05/2021,4054,45,3480,240,574,10/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,04/05/2021,10127812014,1012781
900,03/05/2021,1054,10,800,100,254,21/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2003,04/05/2021,10074752003,1007475
2260,03/05/2021,2311,4,2190,70,121,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,04/05/2021,10996052004,1099605
1020,03/05/2021,1129,17,1000,20,129,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,04/05/2021,10074752010,1007475
4943,07/07/2021,5355,13,5096,-153,259,08/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,09/07/2021,10060452000,1006045
420,03/05/2021,487,6,532,-112,-45,11/02/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2006,04/05/2021,10063222006,1006322
6750,03/05/2021,7975,97,6412,338,1563,25/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,04/05/2021,10127812009,1012781
420,03/05/2021,483,6,532,-112,-49,11/02/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2006,05/05/2021,10063222006,1006322
4943,05/07/2021,5409,12,4500,443,909,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,06/07/2021,10060452000,1006045
3900,03/05/2021,4447,32,3684,216,763,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,04/05/2021,10127812002,1012781
750,07/05/2021,1007,36,790,-40,217,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,08/05/2021,10074752011,1007475
780,07/05/2021,837,6,682,98,155,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,08/05/2021,10074752013,1007475
3800,03/05/2021,4376,81,3560,240,816,20/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2012,04/05/2021,10127812012,1012781
4400,03/05/2021,4883,26,4400,0,483,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,04/05/2021,10127812001,1012781
1700,03/05/2021,1641,3,1378,322,263,29/07/2020,"Tignanello, Toscana",Tuscany,2001,04/05/2021,10953912001,1095391
3800,03/05/2021,4323,114,3690,110,633,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,04/05/2021,10127812011,1012781
840,03/05/2021,1029,51,800,40,229,30/12/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,04/05/2021,10074752006,1007475
6400,02/07/2021,7179,27,6776,-376,403,10/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,04/07/2021,10127812005,1012781
1000,02/07/2021,1159,88,988,12,171,28/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,04/07/2021,10074752005,1007475
900,02/07/2021,927,41,863,37,64,10/05/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,04/07/2021,10074752006,1007475
3560,03/05/2021,4162,29,3450,110,712,11/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,04/05/2021,10127812007,1012781
804,03/05/2021,958,17,745,59,213,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,04/05/2021,10074752004,1007475
450,03/05/2021,450,1,340,110,110,31/08/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2007,04/05/2021,10063222007,1006322
10500,03/05/2021,12011,54,9844,656,2167,29/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,04/05/2021,10127812015,1012781
3920,07/05/2021,4486,75,3880,40,606,22/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,08/05/2021,10127812008,1012781
3800,07/05/2021,4383,125,3690,110,693,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,08/05/2021,10127812011,1012781
3800,07/05/2021,4155,37,3560,240,595,20/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2012,08/05/2021,10127812012,1012781
907,07/05/2021,1101,28,805,102,296,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,08/05/2021,10074752001,1007475
840,07/05/2021,941,15,781,59,160,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,08/05/2021,10074752008,1007475
2260,07/05/2021,2305,4,2190,70,115,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,08/05/2021,10996052004,1099605
3720,07/05/2021,4074,51,3480,240,594,10/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,08/05/2021,10127812014,1012781
4400,07/05/2021,4898,27,4400,0,498,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,08/05/2021,10127812001,1012781
860,03/05/2021,933,10,725,135,208,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,04/05/2021,10074752007,1007475
4943,05/07/2021,5409,12,4500,443,909,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,06/07/2021,10060452000,1006045
6100,03/05/2021,7498,85,5922,178,1576,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,04/05/2021,10127812010,1012781
1408,03/05/2021,1455,6,1238,170,217,02/11/2020,"Tignanello, Toscana",Tuscany,2006,04/05/2021,10953912006,1095391
4943,02/07/2021,5409,12,4500,443,909,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,05/07/2021,10060452000,1006045
4943,02/07/2021,5391,12,4500,443,891,14/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2000,03/07/2021,10060452000,1006045
1200,04/05/2021,1148,123,1082,118,66,27/04/2021,"Tignanello, Toscana",Tuscany,2016,05/05/2021,10953912016,1095391
