marketPrice,marketPriceDate,averageListPrice,averageListQty,benchmarkTradePrice,mk_price_minus_bmk_price,list_price_minus_bmk_price,benchmarkTradeDate,wineName,region,vintage,importdate,lwin_11,lwin_7
3950,03/08/2021,4469,108,3780,170,689,23/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,04/08/2021,10127812008,1012781
995,02/08/2021,1113,18,993,2,120,27/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,04/08/2021,10074752010,1007475
960,30/06/2021,1043,9,880,80,163,22/06/2021,"Tignanello, Toscana",Tuscany,2011,01/07/2021,10953912011,1095391
500,17/06/2021,510,9,450,50,60,25/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2009,26/06/2021,10063222009,1006322
840,04/05/2021,1028,46,800,40,228,30/12/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2006,05/05/2021,10074752006,1007475
3250,06/05/2021,3557,18,3050,200,507,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,14/05/2021,10060452009,1006045
3910,03/05/2021,4764,81,3800,110,964,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,05/05/2021,10127812006,1012781
840,04/05/2021,943,15,781,59,162,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,05/05/2021,10074752008,1007475
3700,04/05/2021,4010,24,3520,180,490,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,05/05/2021,10127812013,1012781
8000,04/05/2021,8137,19,7950,50,187,12/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,05/05/2021,10127812000,1012781
1050,03/05/2021,1340,40,940,110,400,18/03/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2000,05/05/2021,10074752000,1007475
3800,04/05/2021,4362,134,3690,110,672,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,05/05/2021,10127812011,1012781
525,17/06/2021,596,400,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,18/06/2021,10063222010,1006322
3250,06/05/2021,3529,20,3050,200,479,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,15/05/2021,10060452009,1006045
6400,05/08/2021,7596,65,6188,212,1408,16/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,06/08/2021,10127812010,1012781
2500,19/07/2021,2548,2,2400,100,148,18/07/2021,"Gaja, Barbaresco",Piedmont,2001,06/08/2021,10996052001,1099605
3700,05/08/2021,4167,47,3520,180,647,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,06/08/2021,10127812013,1012781
840,05/08/2021,1050,21,745,95,305,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,06/08/2021,10074752004,1007475
3900,05/08/2021,4228,49,3690,210,538,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,06/08/2021,10127812011,1012781
3250,06/05/2021,3600,20,3044,206,556,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,11/05/2021,10060452009,1006045
1050,04/05/2021,1219,17,1047,3,172,27/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,05/05/2021,10074752009,1007475
1000,03/05/2021,1181,69,975,25,206,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,05/05/2021,10074752005,1007475
790,04/05/2021,969,19,745,45,224,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,05/05/2021,10074752004,1007475
6250,04/05/2021,7043,45,6400,-150,643,15/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,05/05/2021,10127812005,1012781
1100,04/05/2021,1440,9,1010,90,430,18/12/2020,"Tignanello, Toscana",Tuscany,2008,05/05/2021,10953912008,1095391
3560,03/05/2021,4097,28,3450,110,647,11/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,05/05/2021,10127812007,1012781
525,17/06/2021,596,399,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,19/06/2021,10063222010,1006322
2260,04/05/2021,2305,4,2190,70,115,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,05/05/2021,10996052004,1099605
3800,04/05/2021,4170,32,3560,240,610,20/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2012,05/05/2021,10127812012,1012781
3720,04/05/2021,4056,50,3480,240,576,10/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2014,05/05/2021,10127812014,1012781
830,04/05/2021,950,3,735,95,215,09/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2012,05/05/2021,10074752012,1007475
3250,06/05/2021,3559,20,3050,200,509,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,17/05/2021,10060452009,1006045
525,17/06/2021,596,397,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,20/06/2021,10063222010,1006322
900,03/05/2021,1062,21,800,100,262,21/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2003,05/05/2021,10074752003,1007475
3827,04/05/2021,4595,57,4116,-289,479,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,05/05/2021,10127812004,1012781
6100,03/05/2021,7485,51,5922,178,1563,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,05/05/2021,10127812010,1012781
1000,04/05/2021,1057,9,860,140,197,08/03/2021,"Tignanello, Toscana",Tuscany,2011,05/05/2021,10953912011,1095391
3250,06/05/2021,3599,20,3050,200,549,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,12/05/2021,10060452009,1006045
1700,03/05/2021,1654,3,1378,322,276,29/07/2020,"Tignanello, Toscana",Tuscany,2001,05/05/2021,10953912001,1095391
3702,04/05/2021,3684,2,1200,2502,2484,16/05/2012,"Gaja, Barbaresco",Piedmont,2001,05/05/2021,10996052001,1099605
3250,06/05/2021,3529,20,3050,200,479,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,15/05/2021,10060452009,1006045
750,04/05/2021,1008,37,790,-40,218,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,05/05/2021,10074752011,1007475
6750,04/05/2021,7944,99,6412,338,1532,25/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,05/05/2021,10127812009,1012781
1020,04/05/2021,1129,17,1000,20,129,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,05/05/2021,10074752010,1007475
525,17/06/2021,596,399,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,19/06/2021,10063222010,1006322
3250,06/05/2021,3557,18,3050,200,507,11/05/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,14/05/2021,10060452009,1006045
1408,03/05/2021,1434,5,1238,170,196,02/11/2020,"Tignanello, Toscana",Tuscany,2006,05/05/2021,10953912006,1095391
1290,03/05/2021,1225,11,1172,118,53,07/04/2021,"Tignanello, Toscana",Tuscany,2010,05/05/2021,10953912010,1095391
9950,04/05/2021,9718,3,8000,1950,1718,30/01/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2014,05/05/2021,10734012014,1073401
3875,04/05/2021,4486,75,3880,-5,606,22/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,05/05/2021,10127812008,1012781
900,04/05/2021,1187,13,850,50,337,28/01/2021,"Tignanello, Toscana",Tuscany,2012,05/05/2021,10953912012,1095391
3200,06/05/2021,3555,18,3044,156,511,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,07/05/2021,10060452009,1006045
3250,06/05/2021,3600,20,3044,206,556,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,11/05/2021,10060452009,1006045
3250,05/05/2021,3555,18,3044,206,511,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,06/05/2021,10060452009,1006045
3250,05/05/2021,3555,18,3044,206,511,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,06/05/2021,10060452009,1006045
3250,03/05/2021,3555,18,3044,206,511,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,04/05/2021,10060452009,1006045
3250,03/05/2021,3555,18,3044,206,511,12/03/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2009,04/05/2021,10060452009,1006045
780,04/05/2021,837,6,682,98,155,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,05/05/2021,10074752013,1007475
908,04/05/2021,1101,94,860,48,241,19/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2015,05/05/2021,10074752015,1007475
4400,04/05/2021,4898,27,4400,0,498,29/09/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2001,05/05/2021,10127812001,1012781
10500,04/05/2021,12466,69,9844,656,2622,29/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,05/05/2021,10127812015,1012781
920,04/05/2021,1098,45,830,90,268,18/04/2021,"Tignanello, Toscana",Tuscany,2014,05/05/2021,10953912014,1095391
3400,06/08/2021,3965,28,3350,50,615,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,07/08/2021,10060452010,1006045
525,17/06/2021,596,400,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,18/06/2021,10063222010,1006322
3400,06/08/2021,3965,28,3350,50,615,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,07/08/2021,10060452010,1006045
750,04/08/2021,947,47,790,-40,157,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,05/08/2021,10074752011,1007475
990,04/08/2021,1177,63,1029,-39,148,21/07/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,05/08/2021,10074752005,1007475
5100,03/08/2021,5598,19,4650,450,948,21/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2003,04/08/2021,10127812003,1012781
3900,03/08/2021,4639,96,3822,78,817,20/06/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,04/08/2021,10127812006,1012781
750,02/08/2021,947,47,790,-40,157,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,04/08/2021,10074752011,1007475
6500,05/08/2021,7571,28,6400,100,1171,22/07/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2005,06/08/2021,10127812005,1012781
3400,30/07/2021,3949,26,3350,50,599,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,03/08/2021,10060452010,1006045
900,04/08/2021,1103,23,800,100,303,21/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2003,05/08/2021,10074752003,1007475
996,04/08/2021,1245,43,1026,-30,219,24/06/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,05/08/2021,10074752009,1007475
1030,06/08/2021,1101,7,854,176,247,15/07/2021,"Tignanello, Toscana",Tuscany,2014,07/08/2021,10953912014,1095391
3400,30/07/2021,3950,27,3350,50,600,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,31/07/2021,10060452010,1006045
1900,03/08/2021,2281,3,2190,-290,91,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,04/08/2021,10996052004,1099605
3400,30/07/2021,3950,27,3350,50,600,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,31/07/2021,10060452010,1006045
525,17/06/2021,596,397,494,31,102,20/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2010,20/06/2021,10063222010,1006322
1050,07/05/2021,1356,38,940,110,416,18/03/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2000,09/05/2021,10074752000,1007475
840,04/08/2021,1050,21,745,95,305,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2004,05/08/2021,10074752004,1007475
1180,04/08/2021,1353,4,1140,40,213,21/07/2021,"Tignanello, Toscana",Tuscany,2009,05/08/2021,10953912009,1095391
790,05/05/2021,916,39,794,-4,122,20/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2014,11/05/2021,10074752014,1007475
3900,10/05/2021,4520,27,3684,216,836,10/06/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2002,11/05/2021,10127812002,1012781
5600,10/05/2021,5813,2,4400,1200,1413,06/11/2017,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2013,11/05/2021,10734012013,1073401
995,10/05/2021,1122,18,1000,-5,122,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2010,11/05/2021,10074752010,1007475
3400,30/07/2021,3965,28,3350,50,615,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,05/08/2021,10060452010,1006045
3400,30/07/2021,3978,27,3350,50,628,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,03/08/2021,10060452010,1006045
4820,10/05/2021,4893,7,4160,660,733,19/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2019,11/05/2021,10127812019,1012781
400,17/06/2021,432,7,355,45,77,15/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2012,18/06/2021,10063222012,1006322
1300,10/05/2021,1512,13,1300,0,212,28/09/2020,"Gaja, Barbaresco",Piedmont,2014,11/05/2021,10996052014,1099605
1290,10/05/2021,1227,12,1172,118,55,07/04/2021,"Tignanello, Toscana",Tuscany,2010,11/05/2021,10953912010,1095391
6100,10/05/2021,7453,55,5922,178,1531,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2010,11/05/2021,10127812010,1012781
1110,04/05/2021,1181,12,1202,-92,-21,10/05/2021,"Tignanello, Toscana",Tuscany,2015,11/05/2021,10953912015,1095391
3400,30/07/2021,3978,27,3350,50,628,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,04/08/2021,10060452010,1006045
3700,06/05/2021,4094,29,3592,108,502,06/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2007,11/05/2021,10127812007,1012781
830,10/05/2021,928,17,781,49,147,16/11/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2008,11/05/2021,10074752008,1007475
1000,10/05/2021,1057,9,860,140,197,08/03/2021,"Tignanello, Toscana",Tuscany,2011,11/05/2021,10953912011,1095391
7812,04/05/2021,7812,0,8540,-728,-728,02/12/2019,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2001,11/05/2021,10734012001,1073401
2260,10/05/2021,2305,4,2190,70,115,01/05/2021,"Gaja, Barbaresco",Piedmont,2004,11/05/2021,10996052004,1099605
9600,10/05/2021,9718,3,8000,1600,1718,30/01/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2014,11/05/2021,10734012014,1073401
2872,10/05/2021,2872,2,2554,318,318,22/05/2020,"Gaja, Barbaresco",Piedmont,2006,11/05/2021,10996052006,1099605
540,10/05/2021,560,3,544,-4,16,18/09/2020,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2013,11/05/2021,11058072013,1105807
1500,10/05/2021,1679,36,1408,92,271,09/04/2021,"Gaja, Barbaresco",Piedmont,2016,11/05/2021,10996052016,1099605
400,17/06/2021,432,7,355,45,77,15/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2012,18/06/2021,10063222012,1006322
3400,30/07/2021,3965,28,3350,50,615,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,05/08/2021,10060452010,1006045
300,17/06/2021,302,104,304,-4,-2,10/01/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2013,18/06/2021,10063222013,1006322
780,10/05/2021,836,6,682,98,154,15/09/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2013,11/05/2021,10074752013,1007475
3400,30/07/2021,3949,26,3350,50,599,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,03/08/2021,10060452010,1006045
7600,10/05/2021,7852,2,7124,476,728,15/02/2019,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2016,11/05/2021,10734012016,1073401
8040,10/05/2021,8232,20,7950,90,282,12/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2000,11/05/2021,10127812000,1012781
500,17/06/2021,559,5,312,188,247,12/03/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2015,29/06/2021,10063222015,1006322
3740,10/05/2021,4003,24,3520,220,483,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2013,11/05/2021,10127812013,1012781
1350,10/05/2021,1464,48,1260,90,204,18/02/2021,"Gaja, Barbaresco",Piedmont,2015,11/05/2021,10996052015,1099605
460,10/05/2021,487,154,420,40,67,23/03/2021,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2016,11/05/2021,11058072016,1105807
8400,10/05/2021,8400,0,7200,1200,1200,06/11/2019,"Domaine Denis Mortet, Chambertin Grand Cru",Burgundy,2014,11/05/2021,10490202014,1049020
3400,30/07/2021,3959,26,3350,50,609,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,02/08/2021,10060452010,1006045
3400,30/07/2021,3959,26,3350,50,609,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,02/08/2021,10060452010,1006045
1024,10/05/2021,1125,10,1072,-48,53,20/01/2021,"Tignanello, Toscana",Tuscany,2009,11/05/2021,10953912009,1095391
1380,10/05/2021,1458,7,1352,28,106,23/09/2020,"Gaja, Barbaresco",Piedmont,2011,11/05/2021,10996052011,1099605
880,10/05/2021,958,9,725,155,233,13/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2007,11/05/2021,10074752007,1007475
3400,23/07/2021,3950,27,3350,50,600,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,30/07/2021,10060452010,1006045
12402,10/05/2021,12557,2,12850,-448,-293,30/11/2020,"Jacques-Frederic Mugnier, Chambolle-Musigny Premier Cru, Les Amoureuses",Burgundy,2011,11/05/2021,10496422011,1049642
3850,10/05/2021,4162,37,3560,290,602,20/11/2020,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2012,11/05/2021,10127812012,1012781
900,10/05/2021,1177,14,850,50,327,28/01/2021,"Tignanello, Toscana",Tuscany,2012,11/05/2021,10953912012,1095391
3400,23/07/2021,3960,27,3350,50,610,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,24/07/2021,10060452010,1006045
870,06/05/2021,1037,66,920,-50,117,10/05/2021,"Tignanello, Toscana",Tuscany,2018,11/05/2021,10953912018,1095391
6396,10/05/2021,6935,2,7900,-1504,-965,29/04/2019,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2015,11/05/2021,10734012015,1073401
500,17/06/2021,534,30,312,188,222,12/03/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2015,18/06/2021,10063222015,1006322
908,10/05/2021,1072,33,805,103,267,20/11/2019,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2001,11/05/2021,10074752001,1007475
520,10/05/2021,575,4,460,60,115,05/05/2020,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2008,11/05/2021,11058072008,1105807
3400,23/07/2021,3970,27,3350,50,620,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,26/07/2021,10060452010,1006045
1060,05/05/2021,1113,206,1108,-48,5,08/05/2021,"Tignanello, Toscana",Tuscany,2016,11/05/2021,10953912016,1095391
476,17/06/2021,524,46,364,112,160,12/05/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2016,18/06/2021,10063222016,1006322
4800,10/05/2021,5743,26,4800,0,943,11/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2003,11/05/2021,10127812003,1012781
3700,10/05/2021,4215,149,3700,0,515,06/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2017,11/05/2021,10127812017,1012781
866,10/05/2021,897,49,842,24,55,22/08/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2019,11/05/2021,10074752019,1007475
3400,23/07/2021,3970,27,3350,50,620,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,26/07/2021,10060452010,1006045
8400,10/05/2021,8720,1,5960,2440,2760,01/08/2017,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2010,11/05/2021,10734012010,1073401
1800,10/05/2021,1840,2,1300,500,540,30/05/2019,"Gaja, Barbaresco",Piedmont,2007,11/05/2021,10996052007,1099605
3827,10/05/2021,4581,59,4116,-289,465,25/02/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2004,11/05/2021,10127812004,1012781
3400,23/07/2021,3960,27,3350,50,610,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,24/07/2021,10060452010,1006045
1000,10/05/2021,1244,15,1047,-47,197,27/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2009,11/05/2021,10074752009,1007475
3860,10/05/2021,4795,77,3800,60,995,07/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2006,11/05/2021,10127812006,1012781
7000,10/05/2021,6781,1,5360,1640,1421,18/09/2020,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2009,11/05/2021,10734012009,1073401
3400,23/07/2021,3950,27,3350,50,600,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,30/07/2021,10060452010,1006045
5580,10/05/2021,5535,50,5288,292,247,03/05/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2016,11/05/2021,10127812016,1012781
6400,10/05/2021,6400,1,4500,1900,1900,08/04/2015,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2012,11/05/2021,10734012012,1073401
8000,10/05/2021,8606,8,6974,1026,1632,14/03/2021,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2017,11/05/2021,10734012017,1073401
420,18/06/2021,427,4,220,200,207,17/06/2015,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2002,19/06/2021,10063222002,1006322
1400,10/05/2021,1433,10,1276,124,157,05/03/2021,"Gaja, Barbaresco",Piedmont,2013,11/05/2021,10996052013,1099605
3920,10/05/2021,4498,76,3880,40,618,22/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2008,11/05/2021,10127812008,1012781
8016,10/05/2021,9840,3,7290,726,2550,21/08/2020,"Domaine Denis Mortet, Chambertin Grand Cru",Burgundy,2017,11/05/2021,10490202017,1049020
750,10/05/2021,1007,36,790,-40,217,01/06/2020,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2011,11/05/2021,10074752011,1007475
1082,04/05/2021,1208,69,1048,34,160,27/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2016,11/05/2021,10074752016,1007475
1700,10/05/2021,1674,3,1378,322,296,29/07/2020,"Tignanello, Toscana",Tuscany,2001,11/05/2021,10953912001,1095391
3400,16/07/2021,3943,28,3275,125,668,29/06/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,17/07/2021,10060452010,1006045
1029,05/05/2021,1181,70,975,54,206,12/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2005,11/05/2021,10074752005,1007475
6600,10/05/2021,7979,73,6412,188,1567,25/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2009,11/05/2021,10127812009,1012781
480,18/06/2021,563,5,420,60,143,09/07/2019,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2003,19/06/2021,10063222003,1006322
6800,10/05/2021,6800,1,1730,5070,5070,31/10/2011,"Domaine Leflaive, Chevalier-Montrachet Grand Cru",Burgundy,2003,11/05/2021,10734012003,1073401
3400,16/07/2021,3944,28,3350,50,594,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,21/07/2021,10060452010,1006045
3400,16/07/2021,3944,28,3275,125,669,29/06/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,20/07/2021,10060452010,1006045
10500,10/05/2021,12456,64,9844,656,2612,29/03/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2015,11/05/2021,10127812015,1012781
450,18/06/2021,450,1,340,110,110,31/08/2018,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2007,19/06/2021,10063222007,1006322
540,10/05/2021,540,1,300,240,240,03/11/2011,"Tua Rita, Giusto di Notri, Toscana",Tuscany,2007,11/05/2021,11058072007,1105807
3800,10/05/2021,4383,125,3690,110,693,13/04/2021,"Chateau Margaux Premier Cru Classe, Margaux",Bordeaux,2011,11/05/2021,10127812011,1012781
3400,16/07/2021,3947,28,3350,50,597,20/07/2021,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",Bordeaux,2010,22/07/2021,10060452010,1006045
790,06/05/2021,891,140,907,-117,-16,03/05/2021,"Tignanello, Toscana",Tuscany,2017,10/05/2021,10953912017,1095391
850,07/05/2021,1110,88,860,-10,250,19/04/2021,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",Bordeaux,2015,10/05/2021,10074752015,1007475
400,18/06/2021,432,7,355,45,77,15/04/2021,"Chateau Batailley 5eme Cru Classe, Pauillac",Bordeaux,2012,19/06/2021,10063222012,1006322
